0.100	1.200	0.836
0.101	1.207	0.842
0.102	1.210	0.848
0.103	1.213	0.853
0.104	1.215	0.860
0.105	1.217	0.865
0.106	1.217	0.870
0.107	1.218	0.878
0.108	1.218	0.885
0.109	1.220	0.893
0.110	1.222	0.900
0.111	1.223	0.907
0.112	1.225	0.914
0.113	1.228	0.922
0.114	1.232	0.927
0.115	1.237	0.932
0.116	1.242	0.935
0.117	1.247	0.942
0.118	1.250	0.950
0.119	1.255	0.955
0.120	1.260	0.962
0.121	1.265	0.967
0.122	1.270	0.975
0.123	1.275	0.982
0.124	1.280	0.987
0.125	1.285	0.994
0.126	1.290	1.000
0.127	1.295	1.005
0.128	1.300	1.012
0.129	1.304	1.017
0.130	1.308	1.020
0.131	1.313	1.027
0.132	1.318	1.032
0.133	1.323	1.038
0.134	1.328	1.045
0.135	1.333	1.050
0.136	1.338	1.053
0.137	1.345	1.058
0.138	1.350	1.063
0.139	1.355	1.067
0.140	1.360	1.072
0.145	1.386	1.089
0.150	1.419	1.102
0.155	1.450	1.108
0.160	1.483	1.106
0.165	1.512	1.093
0.170	1.519	1.070
0.175	1.500	1.070
0.180	1.470	1.085
0.185	1.442	1.107
0.190	1.427	1.135
0.195	1.424	1.170
0.200	1.427	1.215
0.2066	1.422	1.306
0.2101	1.430	1.334
0.2138	1.432	1.364
0.2175	1.438	1.388
0.2214	1.442	1.418
0.2254	1.452	1.442
0.2296	1.454	1.478
0.2339	1.462	1.510
0.2384	1.470	1.550
0.2431	1.478	1.590
0.2480	1.484	1.636
0.2530	1.490	1.698
0.2583	1.504	1.748
0.2638	1.546	1.784
0.2695	1.598	1.822
0.2755	1.648	1.852
0.2818	1.690	1.882
0.2883	1.742	1.900
0.2952	1.776	1.918
0.3024	1.812	1.920
0.3100	1.830	1.916
0.3179	1.840	1.904
0.3263	1.824	1.878
0.3351	1.798	1.860
0.3444	1.766	1.846
0.3542	1.740	1.848
0.3647	1.716	1.862
0.3757	1.696	1.906
0.3875	1.674	1.936
0.4000	1.658	1.956
0.4133	1.636	1.958
0.4275	1.616	1.940
0.4428	1.562	1.904
0.4592	1.426	1.846
0.4769	1.242	1.796
0.4959	0.916	1.840
0.5166	0.608	2.120
0.5391	0.402	2.540
0.5636	0.306	2.88
0.6526	0.166	3.15
0.6888	0.160	3.80
0.7293	0.164	4.35
0.7749	0.174	4.86
0.8266	0.188	5.39
0.8856	0.210	5.88
0.9537	0.236	6.47
1.033	0.272	7.07
1.127	0.312	7.93
1.240	0.372	8.77
1.265	0.389	8.09
1.291	0.403	8.25
1.319	0.419	8.42
1.378	0.436	8.59
1.3780	0.458	9.72
1.384	0.454	8.77
1.409	0.473	8.96
1.442	0.493	9.15
1.476	0.515	9.36
1.512	0.537	9.58
1.550	0.559	9.81
1.5500	0.550	11.5
1.590	0.583	10.1
1.631	0.609	10.3
1.675	0.636	10.6
1.722	0.665	10.9
1.771	0.696	11.2
1.7710	0.726	12.9
1.879	0.730	11.5
1.923	0.767	11.9
1.937	0.807	12.2
2.000	0.850	12.6
